UNIX, DHT_HUM(%), DHT_TEMP(C), pH, TDS(ppm), TDS_RAW(ppm), TEMP(C)
1657716255,72.00,29.00,7.75,50.14,52.50,27.44
1657716260,71.00,29.00,7.78,50.20,52.50,27.38
1657716265,71.00,29.00,7.75,50.25,52.50,27.31
1657716270,71.00,29.00,7.78,50.31,52.50,27.25
1657716275,71.00,29.00,7.75,50.31,52.50,27.25
1657716280,71.00,29.00,7.78,50.31,52.50,27.25
1657716285,71.00,29.00,7.75,50.31,52.50,27.25
1657716290,71.00,29.00,7.75,50.25,52.50,27.31
1657716295,71.00,29.00,7.72,50.31,52.50,27.25
1657716296,71.00,29.00,7.78,50.31,52.50,27.25
1657716301,71.00,29.00,7.75,50.31,52.50,27.25
1657716306,71.00,29.00,7.75,50.31,52.50,27.25
1657716311,71.00,29.00,7.75,50.25,52.50,27.31
1657716316,71.00,29.00,7.75,50.25,52.50,27.31
1657716321,71.00,29.00,7.72,50.25,52.50,27.31
1657716326,71.00,29.00,7.75,50.25,52.50,27.31
1657716331,70.00,30.00,7.75,50.20,52.50,27.38
1657716336,70.00,30.00,7.75,50.20,52.50,27.38
1657716341,70.00,30.00,7.75,50.20,52.50,27.38
1657716346,70.00,30.00,7.75,50.20,52.50,27.38
1657716351,70.00,30.00,7.75,50.20,52.50,27.38
1657716356,70.00,30.00,7.75,50.20,52.50,27.38
1657716361,70.00,30.00,7.75,50.20,52.50,27.38
1657716362,70.00,30.00,7.75,50.20,52.50,27.38
1657716367,70.00,30.00,7.75,50.20,52.50,27.38
1657716372,69.00,30.00,7.75,50.20,52.50,27.38
1657716377,69.00,30.00,7.75,50.20,52.50,27.38
1657716382,69.00,30.00,7.75,50.20,52.50,27.38
1657716387,69.00,30.00,7.72,50.20,52.50,27.38
1657716392,69.00,30.00,7.72,50.20,52.50,27.38
1657716397,69.00,30.00,7.72,50.20,52.50,27.38
1657716402,69.00,30.00,7.75,52.06,54.45,27.38
1657716407,69.00,30.00,7.72,50.20,52.50,27.38
1657716412,69.00,30.00,7.72,50.25,52.50,27.31
1657716417,69.00,30.00,7.75,50.25,52.50,27.31
1657716422,69.00,30.00,7.75,50.25,52.50,27.31
1657716427,68.00,30.00,7.75,50.25,52.50,27.31
1657716428,68.00,30.00,7.72,50.25,52.50,27.31
1657716433,68.00,30.00,7.72,50.25,52.50,27.31
1657716438,68.00,30.00,7.75,50.25,52.50,27.31
1657716443,68.00,30.00,7.72,50.25,52.50,27.31
1657716448,68.00,30.00,7.72,50.25,52.50,27.31
1657716453,68.00,30.00,7.75,50.25,52.50,27.31
1657716458,68.00,30.00,7.75,50.20,52.50,27.38
1657716463,68.00,30.00,7.75,50.20,52.50,27.38
1657716468,68.00,30.00,7.75,50.14,52.50,27.44
1657716473,68.00,30.00,7.72,50.14,52.50,27.44
1657716478,68.00,30.00,7.75,50.14,52.50,27.44
1657716483,68.00,30.00,7.75,50.14,52.50,27.44
1657716488,68.00,30.00,7.72,50.14,52.50,27.44
1657716493,68.00,30.00,7.75,50.14,52.50,27.44
1657716498,68.00,30.00,7.75,50.14,52.50,27.44
1657716503,68.00,30.00,7.72,50.20,52.50,27.38
1657716508,68.00,30.00,7.75,50.20,52.50,27.38
1657716513,68.00,30.00,7.75,50.20,52.50,27.38
1657716518,68.00,30.00,7.72,50.20,52.50,27.38
1657716523,68.00,30.00,7.75,50.20,52.50,27.38
1657716528,68.00,30.00,7.75,50.25,52.50,27.31
1657716533,67.00,30.00,7.75,50.20,52.50,27.38
1657716538,67.00,30.00,7.75,50.20,52.50,27.38
1657716543,67.00,30.00,7.72,50.25,52.50,27.31
1657716548,67.00,30.00,7.72,50.25,52.50,27.31
1657716553,67.00,30.00,7.75,50.20,52.50,27.38
1657716558,67.00,30.00,7.75,50.20,52.50,27.38
1657716559,67.00,30.00,7.78,50.20,52.50,27.38
1657716564,67.00,30.00,7.75,46.51,48.59,27.31
1657716569,67.00,30.00,7.78,53.98,56.39,27.31
1657716574,68.00,30.00,7.75,54.05,56.39,27.25
1657716579,68.00,30.00,7.75,52.18,54.45,27.25
1657716584,69.00,30.00,7.75,52.12,54.45,27.31
1657716589,69.00,30.00,7.78,52.18,54.45,27.25
1657716594,69.00,30.00,7.78,52.18,54.45,27.25
1657716599,69.00,30.00,7.75,52.18,54.45,27.25
1657716604,69.00,30.00,7.78,52.18,54.45,27.25
1657716609,69.00,30.00,7.78,52.24,54.45,27.19
1657716614,69.00,30.00,7.75,52.24,54.45,27.19
1657716619,69.00,30.00,7.78,52.24,54.45,27.19
1657716624,69.00,30.00,7.75,52.24,54.45,27.19
1657716625,69.00,30.00,7.78,52.24,54.45,27.19
1657716630,69.00,30.00,7.80,42.84,44.66,27.19
1657716635,69.00,30.00,7.78,46.56,48.59,27.25
1657716640,68.00,30.00,7.78,52.12,54.45,27.31
1657716645,69.00,30.00,7.78,53.98,56.39,27.31
1657716650,69.00,30.00,7.78,31.33,32.74,27.31
1657716655,69.00,30.00,7.78,52.12,54.45,27.31
1657716660,69.00,30.00,7.78,52.12,54.45,27.31
1657716665,69.00,30.00,7.78,52.12,54.45,27.31
1657716670,69.00,30.00,7.78,52.12,54.45,27.31
1657716675,69.00,30.00,7.80,52.12,54.45,27.31
1657716680,69.00,30.00,7.78,48.38,50.55,27.31
1657716685,69.00,30.00,7.78,52.12,54.45,27.31
1657716690,69.00,30.00,7.78,53.98,56.39,27.31
1657716690,69.00,30.00,7.78,53.98,56.39,27.31
1657716695,69.00,30.00,7.75,52.12,54.45,27.31
1657716700,68.00,30.00,7.78,52.12,54.45,27.31
1657716705,68.00,30.00,7.75,52.12,54.45,27.31
1657716710,68.00,30.00,7.75,44.62,46.63,27.31
1657716715,68.00,30.00,7.75,52.12,54.45,27.31
1657716720,68.00,30.00,7.75,50.25,52.50,27.31
1657716725,68.00,30.00,7.75,52.18,54.45,27.25
1657716730,67.00,31.00,7.78,50.31,52.50,27.25
1657716735,67.00,31.00,7.75,48.49,50.55,27.19
1657716740,67.00,31.00,7.75,52.18,54.45,27.25
1657716745,67.00,31.00,7.75,50.31,52.50,27.25
1657716750,67.00,31.00,7.75,54.05,56.39,27.25
1657716755,66.00,31.00,7.75,52.18,54.45,27.25
1657716760,65.00,31.00,7.75,44.68,46.63,27.25
1657716765,65.00,31.00,7.75,53.98,56.39,27.31
1657716770,65.00,31.00,7.75,52.18,54.45,27.25
1657716775,64.00,32.00,7.75,50.20,52.50,27.38
1657716780,64.00,32.00,7.72,50.14,52.50,27.44
1657716785,63.00,32.00,7.72,50.14,52.50,27.44
1657716790,62.00,32.00,7.72,50.14,52.50,27.44
1657716795,61.00,32.00,7.72,50.14,52.50,27.44
1657716800,61.00,33.00,7.69,50.08,52.50,27.50
1657716805,60.00,33.00,7.72,50.14,52.50,27.44
1657716810,59.00,33.00,7.72,50.14,52.50,27.44
1657716815,58.00,33.00,7.72,50.08,52.50,27.50
1657716820,58.00,34.00,7.72,50.08,52.50,27.50
1657716821,58.00,34.00,7.72,50.08,52.50,27.50
1657716826,57.00,34.00,7.72,50.08,52.50,27.50
1657716831,56.00,34.00,7.72,50.08,52.50,27.50
1657716836,55.00,34.00,7.72,48.21,50.55,27.50
1657716841,55.00,35.00,7.72,50.08,52.50,27.50
1657716846,54.00,35.00,7.72,48.16,50.55,27.56
1657716851,53.00,35.00,7.72,48.21,50.55,27.50
1657716856,52.00,35.00,7.72,48.16,50.55,27.56
1657716861,52.00,35.00,7.69,48.21,50.55,27.50
1657716866,51.00,36.00,7.72,48.16,50.55,27.56
1657716871,51.00,36.00,7.69,48.21,50.55,27.50
1657716876,50.00,36.00,7.72,48.21,50.55,27.50
1657716881,49.00,36.00,7.72,48.21,50.55,27.50
1657716886,49.00,37.00,7.72,48.21,50.55,27.50
1657716887,48.00,37.00,7.72,48.21,50.55,27.50
1657716892,48.00,37.00,7.72,48.16,50.55,27.56
1657716897,48.00,37.00,7.72,48.16,50.55,27.56
1657716902,47.00,37.00,7.72,48.21,50.55,27.50
1657716907,46.00,37.00,7.72,48.21,50.55,27.50
1657716912,46.00,38.00,7.69,48.16,50.55,27.56
1657716917,45.00,38.00,7.69,48.21,50.55,27.50
1657716922,45.00,38.00,7.72,48.21,50.55,27.50
1657716927,44.00,38.00,7.75,48.21,50.55,27.50
1657716932,43.00,38.00,7.69,46.40,48.59,27.44
1657716937,43.00,38.00,7.72,46.40,48.59,27.44
1657716942,43.00,38.00,7.72,48.27,50.55,27.44
1657716947,42.00,38.00,7.72,48.27,50.55,27.44
1657716952,42.00,38.00,7.72,46.40,48.59,27.44
1657716953,42.00,38.00,7.72,46.40,48.59,27.44
1657716958,42.00,38.00,7.72,46.40,48.59,27.44
1657716963,42.00,38.00,7.72,46.45,48.59,27.38
1657716968,42.00,39.00,7.72,46.51,48.59,27.31
1657716973,42.00,39.00,7.69,46.51,48.59,27.31
1657716978,41.00,39.00,7.72,46.56,48.59,27.25
1657716983,41.00,39.00,7.72,46.56,48.59,27.25
1657716988,41.00,39.00,7.72,44.68,46.63,27.25
1657716993,41.00,39.00,7.72,44.68,46.63,27.25
1657716998,41.00,39.00,7.72,44.68,46.63,27.25
1657717003,41.00,39.00,7.75,44.73,46.63,27.19
1657717008,40.00,39.00,7.72,44.73,46.63,27.19
1657717013,40.00,39.00,7.75,44.73,46.63,27.19
1657717018,40.00,39.00,7.75,44.68,46.63,27.25
1657717023,40.00,39.00,7.72,44.73,46.63,27.19
1657717028,40.00,39.00,7.72,44.73,46.63,27.19
1657717033,40.00,39.00,7.72,44.68,46.63,27.25
1657717038,40.00,39.00,7.75,44.68,46.63,27.25
1657717043,40.00,39.00,7.72,42.79,44.66,27.25
1657717048,39.00,39.00,7.75,42.79,44.66,27.25
1657717053,40.00,39.00,7.75,42.79,44.66,27.25
1657717058,40.00,39.00,7.72,42.79,44.66,27.25
1657717063,39.00,39.00,7.72,42.74,44.66,27.31
1657717068,39.00,40.00,7.69,42.74,44.66,27.31
1657717073,39.00,40.00,7.72,42.69,44.66,27.38
1657717078,39.00,40.00,7.75,42.69,44.66,27.38
1657717083,39.00,40.00,7.75,42.69,44.66,27.38
1657717084,39.00,40.00,7.72,42.69,44.66,27.38
1657717089,38.00,40.00,7.75,42.69,44.66,27.38
1657717094,38.00,40.00,7.69,42.69,44.66,27.38
1657717099,37.00,40.00,7.69,42.69,44.66,27.38
1657717104,37.00,40.00,7.69,42.69,44.66,27.38
1657717109,37.00,40.00,7.72,42.69,44.66,27.38
1657717114,37.00,40.00,7.75,42.74,44.66,27.31
1657717119,36.00,40.00,7.69,42.74,44.66,27.31
1657717124,36.00,41.00,7.69,40.85,42.68,27.31
1657717129,36.00,41.00,7.75,40.85,42.68,27.31
1657717134,36.00,41.00,7.72,40.85,42.68,27.31
1657717139,36.00,41.00,7.75,40.85,42.68,27.31
1657717144,36.00,41.00,7.72,40.85,42.68,27.31
1657717149,36.00,41.00,7.75,38.95,40.71,27.31
1657717150,36.00,41.00,7.75,38.91,40.71,27.38
1657717155,36.00,41.00,7.75,38.91,40.71,27.38
1657717160,36.00,41.00,7.75,38.91,40.71,27.38
1657717165,36.00,41.00,7.75,38.91,40.71,27.38
1657717170,36.00,41.00,7.78,38.91,40.71,27.38
1657717175,36.00,41.00,7.78,38.91,40.71,27.38
1657717180,36.00,41.00,7.78,38.95,40.71,27.31
1657717185,36.00,41.00,7.75,38.95,40.71,27.31
1657717190,36.00,41.00,7.78,38.95,40.71,27.31
1657717195,36.00,41.00,7.78,37.05,38.72,27.31
1657717200,36.00,41.00,7.72,11.91,12.45,27.31
1657717205,36.00,41.00,7.69,38.95,40.71,27.31
1657717210,36.00,41.00,7.64,38.95,40.71,27.31
1657717215,36.00,41.00,7.58,38.95,40.71,27.31
1657717215,36.00,41.00,7.56,38.91,40.71,27.38
1657717220,36.00,41.00,7.58,38.91,40.71,27.38
1657717225,35.00,41.00,7.61,38.91,40.71,27.38
1657717230,35.00,41.00,7.64,38.91,40.71,27.38
1657717235,35.00,41.00,7.67,38.91,40.71,27.38
1657717240,35.00,41.00,7.67,38.91,40.71,27.38
1657717245,35.00,41.00,7.64,38.91,40.71,27.38
1657717250,35.00,42.00,7.61,38.91,40.71,27.38
1657717255,35.00,42.00,7.67,38.91,40.71,27.38
1657717260,34.00,42.00,7.67,38.91,40.71,27.38
1657717265,34.00,42.00,7.75,38.91,40.71,27.38
1657717270,34.00,42.00,7.75,38.91,40.71,27.38
1657717275,34.00,42.00,7.75,37.01,38.72,27.38
1657717280,33.00,42.00,7.69,37.05,38.72,27.31
1657717285,33.00,42.00,7.69,37.05,38.72,27.31
1657717290,33.00,42.00,7.72,38.95,40.71,27.31
1657717295,32.00,42.00,7.72,38.95,40.71,27.31
1657717300,32.00,42.00,7.67,38.95,40.71,27.31
1657717305,32.00,43.00,7.64,37.05,38.72,27.31
1657717310,31.00,43.00,7.64,37.05,38.72,27.31
1657717315,31.00,43.00,7.64,37.05,38.72,27.31
1657717320,31.00,43.00,7.67,37.05,38.72,27.31
1657717325,31.00,43.00,7.64,25.55,26.71,27.31
1657717330,31.00,43.00,7.61,37.05,38.72,27.31
1657717335,31.00,43.00,7.64,37.05,38.72,27.31
1657717340,31.00,43.00,7.61,37.05,38.72,27.31
1657717345,30.00,43.00,7.58,38.91,40.71,27.38
1657717346,30.00,43.00,7.58,38.91,40.71,27.38
1657717351,30.00,43.00,7.56,37.01,38.72,27.38
1657717355,30.00,43.00,7.53,38.91,40.71,27.38
1657717360,30.00,43.00,7.47,38.86,40.71,27.44
1657717365,30.00,44.00,7.50,36.92,38.72,27.50
1657717370,30.00,44.00,7.53,36.88,38.72,27.56
1657717375,29.00,44.00,7.53,36.88,38.72,27.56
1657717381,29.00,44.00,7.53,38.77,40.71,27.56
1657717386,28.00,44.00,7.50,38.82,40.71,27.50
1657717391,28.00,44.00,7.50,38.82,40.71,27.50
1657717396,28.00,44.00,7.53,38.77,40.71,27.56
1657717401,27.00,44.00,7.53,38.77,40.71,27.56
1657717406,27.00,44.00,7.50,38.77,40.71,27.56
1657717411,27.00,45.00,7.50,38.82,40.71,27.50
1657717412,27.00,45.00,7.50,38.82,40.71,27.50
1657717417,27.00,45.00,7.53,38.82,40.71,27.50
1657717422,27.00,45.00,7.47,38.82,40.71,27.50
1657717426,27.00,45.00,7.50,38.82,40.71,27.50
1657717431,27.00,45.00,7.56,38.86,40.71,27.44
1657717436,26.00,45.00,7.61,38.86,40.71,27.44
1657717441,26.00,45.00,7.64,38.86,40.71,27.44
1657717446,26.00,45.00,7.61,38.86,40.71,27.44
1657717451,26.00,45.00,7.61,38.86,40.71,27.44
1657717456,26.00,45.00,7.61,38.91,40.71,27.38
1657717461,26.00,45.00,7.61,38.91,40.71,27.38
1657717466,25.00,45.00,7.61,38.91,40.71,27.38
1657717471,25.00,45.00,7.61,40.80,42.68,27.38
1657717476,25.00,45.00,7.61,38.91,40.71,27.38
1657717478,25.00,45.00,7.61,38.91,40.71,27.38
1657717483,25.00,45.00,7.61,38.86,40.71,27.44
1657717488,25.00,45.00,7.64,19.71,20.64,27.38
1657717492,25.00,45.00,7.61,38.91,40.71,27.38
1657717497,25.00,45.00,7.64,38.91,40.71,27.38
1657717502,25.00,45.00,7.67,40.75,42.68,27.44
1657717507,24.00,46.00,7.67,40.75,42.68,27.44
1657717512,24.00,46.00,7.67,40.75,42.68,27.44
1657717517,23.00,46.00,7.64,40.75,42.68,27.44
1657717522,22.00,46.00,7.64,40.75,42.68,27.44
1657717527,22.00,46.00,7.64,11.86,12.45,27.50
1657717532,22.00,46.00,7.67,36.88,38.72,27.56
1657717537,22.00,46.00,7.67,13.81,14.51,27.56
1657717543,22.00,46.00,7.61,25.40,26.71,27.63
1657717548,22.00,46.00,7.61,15.72,16.55,27.69
1657717553,22.00,46.00,7.58,38.68,40.71,27.69
1657717558,22.00,46.00,7.56,38.68,40.71,27.69
1657717563,22.00,46.00,7.53,25.37,26.71,27.69
1657717568,22.00,46.00,7.56,31.11,32.74,27.69
1657717573,22.00,46.00,7.53,33.01,34.74,27.69
1657717578,22.00,46.00,7.67,40.52,42.68,27.75
1657717583,22.00,46.00,8.02,38.68,40.71,27.69
1657717588,21.00,46.00,7.86,38.68,40.71,27.69
1657717593,21.00,46.00,7.58,40.57,42.68,27.69
1657717598,21.00,46.00,7.56,40.57,42.68,27.69
1657717603,22.00,46.00,7.58,40.57,42.68,27.69
1657717608,21.00,46.00,7.58,40.57,42.68,27.69
1657717609,21.00,46.00,7.58,40.57,42.68,27.69
1657717614,22.00,46.00,7.61,38.68,40.71,27.69
1657717619,22.00,46.00,7.58,38.68,40.71,27.69
1657717624,22.00,46.00,7.61,38.68,40.71,27.69
1657717629,21.00,46.00,7.56,40.61,42.68,27.63
1657717634,22.00,46.00,7.56,38.77,40.71,27.56
1657717639,22.00,46.00,7.58,38.82,40.71,27.50
1657717644,22.00,46.00,7.56,36.92,38.72,27.50
1657717649,23.00,45.00,7.53,36.97,38.72,27.44
1657717654,23.00,45.00,7.56,36.97,38.72,27.44
1657717659,23.00,45.00,7.53,36.84,38.72,27.63
1657717664,24.00,45.00,7.53,36.80,38.72,27.69
1657717669,25.00,45.00,7.53,36.75,38.72,27.75
1657717674,25.00,45.00,7.56,36.71,38.72,27.81
1657717675,25.00,45.00,7.58,36.71,38.72,27.81
1657717680,25.00,45.00,7.58,36.71,38.72,27.81
1657717685,25.00,45.00,7.39,36.67,38.72,27.88
1657717690,25.00,45.00,7.42,38.59,40.71,27.81
1657717695,25.00,45.00,7.50,38.59,40.71,27.81
1657717700,25.00,45.00,7.56,38.59,40.71,27.81
1657717705,25.00,44.00,7.56,38.64,40.71,27.75
1657717710,25.00,44.00,7.58,38.68,40.71,27.69
1657717715,25.00,44.00,7.56,38.73,40.71,27.63
1657717720,25.00,44.00,7.53,38.77,40.71,27.56
1657717725,25.00,44.00,7.50,38.77,40.71,27.56
1657717730,26.00,44.00,7.50,38.82,40.71,27.50
1657717735,26.00,44.00,7.53,38.82,40.71,27.50
1657717740,26.00,44.00,7.56,38.82,40.71,27.50
1657717740,26.00,44.00,7.53,38.82,40.71,27.50
1657717745,26.00,44.00,7.53,40.71,42.68,27.50
1657717750,26.00,44.00,7.56,40.66,42.68,27.56
1657717755,27.00,44.00,7.56,40.71,42.68,27.50
1657717760,27.00,44.00,7.58,40.71,42.68,27.50
1657717765,27.00,43.00,7.58,40.71,42.68,27.50
1657717770,27.00,43.00,7.61,40.75,42.68,27.44
1657717776,27.00,43.00,7.58,40.75,42.68,27.44
1657717781,27.00,43.00,7.61,40.75,42.68,27.44
1657717786,28.00,43.00,7.61,40.75,42.68,27.44
1657717791,28.00,43.00,7.61,40.80,42.68,27.38
1657717796,28.00,43.00,7.61,40.80,42.68,27.38
1657717801,29.00,42.00,7.61,40.80,42.68,27.38
1657717805,29.00,42.00,7.58,40.80,42.68,27.38
1657717810,29.00,42.00,7.56,40.80,42.68,27.38
1657717815,30.00,42.00,7.58,40.75,42.68,27.44
1657717820,30.00,42.00,7.56,40.71,42.68,27.50
1657717825,30.00,42.00,7.58,40.71,42.68,27.50
1657717830,31.00,42.00,7.58,40.71,42.68,27.50
1657717835,31.00,42.00,7.61,40.71,42.68,27.50
1657717840,31.00,41.00,7.56,40.71,42.68,27.50
1657717845,31.00,41.00,7.61,40.71,42.68,27.50
1657717850,31.00,41.00,7.61,40.71,42.68,27.50
1657717855,32.00,41.00,7.64,40.71,42.68,27.50
1657717860,32.00,41.00,7.64,38.82,40.71,27.50
1657717865,32.00,41.00,7.61,40.71,42.68,27.50
1657717870,32.00,41.00,7.64,40.71,42.68,27.50
1657717871,32.00,41.00,7.64,40.71,42.68,27.50
1657717876,32.00,41.00,7.61,40.71,42.68,27.50
1657717881,33.00,41.00,7.61,40.71,42.68,27.50
1657717886,33.00,41.00,7.58,40.66,42.68,27.56
1657717891,33.00,41.00,7.61,40.66,42.68,27.56
1657717896,33.00,41.00,7.61,40.66,42.68,27.56
1657717901,33.00,41.00,7.61,40.66,42.68,27.56
1657717906,33.00,41.00,7.61,40.66,42.68,27.56
1657717911,33.00,41.00,7.61,40.66,42.68,27.56
1657717916,33.00,41.00,7.61,40.71,42.68,27.50
1657717921,33.00,41.00,7.61,40.66,42.68,27.56
1657717926,33.00,41.00,7.61,40.66,42.68,27.56
1657717931,34.00,41.00,7.58,40.66,42.68,27.56
1657717936,34.00,40.00,7.61,40.66,42.68,27.56
1657717937,34.00,40.00,7.58,40.61,42.68,27.63
1657717942,34.00,40.00,7.58,42.49,44.66,27.63
1657717947,34.00,40.00,7.64,42.49,44.66,27.63
1657717952,34.00,40.00,7.61,40.61,42.68,27.63
1657717957,34.00,40.00,7.67,40.61,42.68,27.63
1657717962,35.00,40.00,7.67,40.57,42.68,27.69
1657717967,35.00,40.00,7.64,40.61,42.68,27.63
1657717972,36.00,40.00,7.67,40.57,42.68,27.69
1657717977,36.00,40.00,7.67,44.42,46.63,27.56
1657717982,36.00,40.00,7.69,7.95,8.32,27.38
1657717987,36.00,40.00,7.67,40.75,42.68,27.44
1657717992,37.00,39.00,7.64,42.49,44.66,27.63
1657717997,37.00,39.00,7.64,42.44,44.66,27.69
1657718002,37.00,39.00,7.61,42.44,44.66,27.69
1657718003,37.00,39.00,7.58,42.44,44.66,27.69
1657718008,38.00,39.00,7.61,42.39,44.66,27.75
1657718013,39.00,39.00,7.61,42.39,44.66,27.75
1657718018,39.00,39.00,7.64,33.05,34.74,27.63
1657718023,39.00,39.00,7.61,42.44,44.66,27.69
1657718028,40.00,39.00,7.64,42.44,44.66,27.69
1657718033,40.00,39.00,7.64,42.44,44.66,27.69
1657718038,40.00,39.00,7.61,42.44,44.66,27.69
1657718043,40.00,39.00,7.61,42.44,44.66,27.69
1657718048,41.00,39.00,7.61,42.44,44.66,27.69
1657718053,41.00,38.00,7.61,42.39,44.66,27.75
1657718058,41.00,38.00,7.58,42.39,44.66,27.75
1657718063,41.00,38.00,7.64,23.43,24.69,27.75
1657718068,41.00,38.00,7.64,27.26,28.73,27.75
1657718073,41.00,38.00,7.67,36.75,38.72,27.75
1657718078,42.00,38.00,7.64,25.34,26.71,27.75
1657718083,42.00,38.00,7.64,9.85,10.39,27.75
1657718088,42.00,38.00,7.64,38.59,40.71,27.81
1657718093,42.00,38.00,7.64,38.59,40.71,27.81
1657718098,42.00,38.00,7.64,40.47,42.68,27.81
1657718103,43.00,38.00,7.64,32.89,34.74,27.88
1657718108,43.00,38.00,7.61,42.30,44.66,27.88
1657718113,43.00,38.00,7.64,44.16,46.63,27.88
1657718118,44.00,38.00,7.64,44.16,46.63,27.88
1657718123,44.00,38.00,7.67,44.21,46.63,27.81
1657718128,44.00,38.00,7.64,44.21,46.63,27.81
1657718133,45.00,37.00,7.67,44.21,46.63,27.81
1657718134,45.00,37.00,7.69,44.21,46.63,27.81
1657718139,45.00,37.00,7.64,44.21,46.63,27.81
1657718143,45.00,37.00,7.67,44.21,46.63,27.81
1657718148,45.00,37.00,7.67,44.21,46.63,27.81
1657718153,46.00,37.00,7.64,44.21,46.63,27.81
1657718158,46.00,37.00,7.64,44.21,46.63,27.81
1657718163,47.00,37.00,7.61,44.21,46.63,27.81
1657718168,47.00,37.00,7.64,44.21,46.63,27.81
1657718173,47.00,37.00,7.67,44.21,46.63,27.81
1657718178,47.00,37.00,7.64,44.21,46.63,27.81
1657718183,48.00,37.00,7.67,44.21,46.63,27.81
1657718188,48.00,37.00,7.64,19.55,20.64,27.81
1657718193,48.00,37.00,7.67,40.47,42.68,27.81
1657718198,48.00,36.00,7.67,13.74,14.51,27.81
1657718200,48.00,36.00,7.69,13.74,14.51,27.81
1657718205,48.00,36.00,7.67,44.21,46.63,27.81
1657718210,48.00,36.00,7.67,46.13,48.59,27.75
1657718215,49.00,36.00,7.67,46.08,48.59,27.81
1657718220,49.00,36.00,7.69,46.13,48.59,27.75
1657718225,49.00,36.00,7.69,47.99,50.55,27.75
1657718230,49.00,36.00,7.69,46.13,48.59,27.75
1657718235,50.00,36.00,7.69,46.18,48.59,27.69
1657718240,50.00,36.00,7.69,46.24,48.59,27.63
1657718245,50.00,36.00,7.69,46.29,48.59,27.56
1657718250,51.00,36.00,7.67,46.40,48.59,27.44
1657718255,51.00,36.00,7.69,46.45,48.59,27.38
1657718260,51.00,36.00,7.67,46.40,48.59,27.44
1657718265,51.00,35.00,7.67,46.29,48.59,27.56
1657718266,51.00,35.00,7.69,46.24,48.59,27.63
1657718271,52.00,35.00,7.67,46.18,48.59,27.69
1657718276,52.00,35.00,7.67,46.13,48.59,27.75
1657718281,52.00,35.00,7.69,46.13,48.59,27.75
1657718286,52.00,35.00,7.67,46.18,48.59,27.69
1657718291,52.00,35.00,7.69,46.18,48.59,27.69
1657718296,53.00,35.00,7.69,38.68,40.71,27.69
1657718301,53.00,35.00,7.69,21.50,22.67,27.75
1657718306,53.00,35.00,7.69,23.45,24.69,27.69
1657718311,53.00,35.00,7.67,23.45,24.69,27.69
1657718316,54.00,35.00,7.67,38.64,40.71,27.75
1657718321,54.00,35.00,7.69,31.07,32.74,27.75
1657718326,54.00,35.00,7.69,15.70,16.55,27.75
1657718330,54.00,35.00,7.67,11.81,12.45,27.75
1657718335,54.00,35.00,7.67,31.11,32.74,27.69
1657718340,54.00,35.00,7.69,44.37,46.63,27.63
1657718345,54.00,34.00,7.67,44.37,46.63,27.63
1657718350,55.00,34.00,7.67,46.24,48.59,27.63
1657718355,55.00,34.00,7.67,48.10,50.55,27.63
1657718360,55.00,34.00,7.67,48.10,50.55,27.63
1657718365,55.00,34.00,7.69,48.05,50.55,27.69
1657718371,55.00,34.00,7.69,47.99,50.55,27.75
1657718376,55.00,34.00,7.69,47.94,50.55,27.81
1657718381,56.00,34.00,7.69,47.94,50.55,27.81
1657718386,56.00,34.00,7.67,47.94,50.55,27.81
1657718391,56.00,34.00,7.67,47.94,50.55,27.81
1657718396,57.00,34.00,7.69,47.99,50.55,27.75
1657718396,57.00,34.00,7.67,47.94,50.55,27.81
1657718401,57.00,34.00,7.67,46.08,48.59,27.81
1657718406,57.00,34.00,7.67,47.94,50.55,27.81
1657718411,57.00,34.00,7.69,47.99,50.55,27.75
1657718416,57.00,34.00,7.69,47.99,50.55,27.75
1657718421,57.00,34.00,7.69,48.05,50.55,27.69
1657718426,57.00,34.00,7.67,48.10,50.55,27.63
1657718431,57.00,33.00,7.67,48.10,50.55,27.63
1657718436,57.00,33.00,7.69,46.24,48.59,27.63
1657718441,58.00,33.00,7.67,46.24,48.59,27.63
1657718446,58.00,33.00,7.69,48.16,50.55,27.56
1657718451,58.00,33.00,7.69,48.16,50.55,27.56
1657718456,58.00,33.00,7.69,48.10,50.55,27.63
1657718461,58.00,33.00,7.69,48.05,50.55,27.69
1657718462,58.00,33.00,7.67,48.05,50.55,27.69
1657718467,58.00,33.00,7.69,47.99,50.55,27.75
1657718472,58.00,33.00,7.69,49.79,52.50,27.81
1657718477,59.00,33.00,7.69,47.99,50.55,27.75
1657718482,59.00,33.00,7.69,47.99,50.55,27.75
1657718487,59.00,33.00,7.69,47.94,50.55,27.81
1657718492,59.00,33.00,7.72,29.13,30.74,27.81
1657718497,59.00,33.00,7.69,49.79,52.50,27.81
1657718502,60.00,33.00,7.69,47.94,50.55,27.81
1657718507,60.00,33.00,7.72,42.30,44.66,27.88
1657718512,60.00,33.00,7.69,27.23,28.73,27.81
1657718517,60.00,33.00,7.72,11.79,12.45,27.81
1657718522,60.00,33.00,7.67,47.99,50.55,27.75
1657718527,60.00,33.00,7.69,3.96,4.17,27.75
1657718528,60.00,33.00,7.69,3.96,4.17,27.75
1657718532,60.00,33.00,7.72,21.53,22.67,27.69
1657718537,60.00,33.00,7.72,42.44,44.66,27.69
