UNIX, DHT_HUM(%), DHT_TEMP(C), pH, TDS(ppm), TDS_RAW(ppm), TEMP(C)
1657720916,46.00,36.00,7.72,47.72,50.55,28.06
1657720921,45.00,37.00,7.75,47.67,50.55,28.13
1657720926,45.00,37.00,7.72,47.67,50.55,28.13
1657720931,44.00,37.00,7.75,47.67,50.55,28.13
1657720936,43.00,37.00,7.72,47.67,50.55,28.13
1657720941,43.00,37.00,7.75,45.82,48.59,28.13
1657720946,42.00,37.00,7.75,45.82,48.59,28.13
1657720951,41.00,38.00,7.75,47.67,50.55,28.13
1657720956,41.00,38.00,7.75,43.96,46.63,28.13
1657720961,41.00,38.00,7.75,40.24,42.68,28.13
1657720966,41.00,38.00,7.75,47.67,50.55,28.13
1657720971,41.00,38.00,7.75,47.67,50.55,28.13
1657720976,40.00,38.00,7.78,45.87,48.59,28.06
1657720981,40.00,38.00,7.75,47.72,50.55,28.06
1657720986,40.00,38.00,7.75,47.72,50.55,28.06
1657720991,40.00,38.00,7.75,47.72,50.55,28.06
1657720996,40.00,38.00,7.75,40.33,42.68,28.00
1657721001,40.00,38.00,7.75,47.77,50.55,28.00
1657721006,40.00,38.00,7.75,45.92,48.59,28.00
1657721011,40.00,38.00,7.75,47.83,50.55,27.94
1657721016,40.00,38.00,7.75,47.83,50.55,27.94
1657721021,39.00,38.00,7.75,47.83,50.55,27.94
1657721022,39.00,39.00,7.75,45.97,48.59,27.94
1657721027,39.00,39.00,7.75,45.97,48.59,27.94
1657721031,39.00,39.00,7.75,45.92,48.59,28.00
1657721036,38.00,39.00,7.75,45.97,48.59,27.94
1657721041,38.00,39.00,7.75,45.97,48.59,27.94
1657721046,37.00,39.00,7.75,46.03,48.59,27.88
1657721051,37.00,39.00,7.72,46.03,48.59,27.88
1657721056,37.00,39.00,7.75,45.97,48.59,27.94
1657721061,37.00,39.00,7.75,46.03,48.59,27.88
1657721066,36.00,39.00,7.75,46.08,48.59,27.81
1657721071,36.00,40.00,7.75,46.03,48.59,27.88
1657721076,36.00,40.00,7.75,45.97,48.59,27.94
1657721081,36.00,40.00,7.75,45.92,48.59,28.00
1657721086,36.00,40.00,7.75,45.92,48.59,28.00
1657721087,36.00,40.00,7.75,45.92,48.59,28.00
1657721092,36.00,40.00,7.75,44.16,46.63,27.88
1657721097,36.00,40.00,7.72,46.08,48.59,27.81
1657721102,36.00,40.00,7.75,45.97,48.59,27.94
1657721107,35.00,40.00,7.75,45.92,48.59,28.00
1657721112,35.00,40.00,7.75,45.92,48.59,28.00
1657721117,34.00,40.00,7.75,45.97,48.59,27.94
1657721122,34.00,40.00,7.75,45.97,48.59,27.94
1657721127,34.00,40.00,7.72,46.03,48.59,27.88
1657721132,34.00,41.00,7.75,46.03,48.59,27.88
1657721137,34.00,41.00,7.75,45.97,48.59,27.94
1657721142,34.00,41.00,7.75,45.92,48.59,28.00
1657721147,34.00,41.00,7.75,45.87,48.59,28.06
1657721152,34.00,40.00,7.72,45.87,48.59,28.06
1657721153,34.00,41.00,7.75,45.87,48.59,28.06
1657721158,34.00,40.00,7.72,45.87,48.59,28.06
1657721163,35.00,40.00,7.72,45.87,48.59,28.06
1657721168,35.00,40.00,7.67,45.97,48.59,27.94
1657721173,35.00,40.00,7.69,1.98,2.09,27.88
1657721178,35.00,40.00,7.67,0.00,0.00,27.81
1657721183,35.00,40.00,7.67,44.21,46.63,27.81
1657721188,36.00,40.00,7.67,46.03,48.59,27.88
1657721193,36.00,40.00,7.67,46.03,48.59,27.88
1657721198,37.00,40.00,7.67,42.35,44.66,27.81
1657721203,37.00,40.00,7.67,1.98,2.09,27.81
1657721208,37.00,39.00,7.67,3.96,4.17,27.75
1657721213,38.00,39.00,7.61,1.98,2.09,27.69
1657721218,38.00,39.00,7.61,59.07,62.19,27.75
1657721223,39.00,39.00,7.64,59.00,62.19,27.81
1657721228,39.00,39.00,7.64,59.00,62.19,27.81
